"GrupoDeAtributos","codsap","desnombrefantasiacatalogo","desnombreelementocatalogo","desnombrearticulocatalogo","descapacidadcatalogo","descapacidadcatalogo001","descapacidadcatalogo002","destallamedidacatalogo","desbeneficiosslogancatalogo","desfamiliaolfativacatalogo","desnombrelineacatalogo","descomentarioscatalogo","desmaestrocatalogo","destipoproductocatalogo","deshistoriaolfativatextoaprobado","desmodousotextoaprobado","destecnologiatextoaprobado","desbeneficioprincipal","desdisclaimerbeneficioprincipal","desbeneficiosecundario001","desdisclaimersecundario001","desbeneficiosecundario002","desdisclaimersecundario002","desbeneficiosecundario003","desdisclaimersecundario003","desbeneficiosecundario004","desdisclaimersecundario004","desbeneficiosecundario005","desdisclaimersecundario005"
"Comunicaciones","200083835","mad 4 color","Labial full color*","delirium grape","4 g / .14 oz.","","","","full color","","cy","","CYZONE COLOMBIA","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200079798","kisset","Brillo labial con suave textura","rose kisset","7 ml / .23 oz.","","","","tapa con diseño facetado","","cy","","CYZONE COLOMBIA","","","","","tapa con diseño facetado","","tapa con diseño facetado","","","","","","","","",""
"Comunicaciones","200079799","kisset","Brillo labial con suave textura","desire kisset","7 ml / .23 oz.","","","","tapa con diseño facetado","","cy","","CYZONE COLOMBIA","","","","","tapa con diseño facetado","","tapa con diseño facetado","","","","","","","","",""
"Comunicaciones","200079800","kisset","Brillo labial con suave textura","salmon kisset","7 ml / .23 oz.","","","","tapa con diseño facetado","","cy","","CYZONE COLOMBIA","","","","","tapa con diseño facetado","","tapa con diseño facetado","","","","","","","","",""
"Comunicaciones","200079801","kisset","Brillo labial con suave textura","red hot kisset","7 ml / .23 oz.","","","","tapa con diseño facetado","","cy","","CYZONE COLOMBIA","","","","","tapa con diseño facetado","","tapa con diseño facetado","","","","","","","","",""
"Comunicaciones","200079802","kisset","Brillo labial con suave textura","fuxia kisset","7 ml / .23 oz.","","","","tapa con diseño facetado","","cy","","CYZONE COLOMBIA","","","","","tapa con diseño facetado","","tapa con diseño facetado","","","","","","","","",""
"Comunicaciones","200085753","color code","Labial en barra con sabor y aroma*","rose color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085754","color code","Labial en barra con sabor y aroma*","cherry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085755","color code","Labial en barra con sabor y aroma*","raspberry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085756","color code","Labial en barra con sabor y aroma*","ruby color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200086086","color code","Labial en barra con sabor y aroma*","fucsia color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200086090","color code","Labial en barra con sabor y aroma*","coral color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200089288","color code","Labial en barra con sabor y aroma*","royal blue color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200089289","color code","Labial en barra con sabor y aroma*","pink lemonade color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200087255","cosmic lips","Gloss con efecto tornasol para labios","cosmic red","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200087256","cosmic lips","Gloss con efecto tornasol para labios","cosmic purple","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200087257","cosmic lips","Gloss con efecto tornasol para labios","cosmic rose","4.5 ml / 0.15 fl. oz.","","","","úsalo sobre cualquier labial","","cy","","CYZONE PAISES","","","","","úsalo sobre cualquier labial","","úsalo sobre cualquier labial","","","","","","","","",""
"Comunicaciones","200087466","x-tra time lips","Labial larga duración*","x-tra melon","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087467","x-tra time lips","Labial larga duración*","x-tra peach","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087468","x-tra time lips","Labial larga duración*","x-tra apple","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087469","x-tra time lips","Labial larga duración*","rose pin up","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087470","x-tra time lips","Labial larga duración*","x-tra ruby","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087471","x-tra time lips","Labial larga duración*","x-tra candy","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087472","x-tra time lips","Labial larga duración*","x-tra salmon","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087473","x-tra time lips","Labial larga duración*","x-tra berry","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087474","x-tra time lips","Labial larga duración*","x-tra wine","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087475","x-tra time lips","Labial larga duración*","x-tra marsala","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087476","x-tra time lips","Labial larga duración*","x-tra rose","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200087477","x-tra time lips","Labial larga duración*","x-tra brandy","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200088704","mad 4 color","Labial full color*","circus pink","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200089614","mad 4 color","Labial full color*","crazy orange","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200089615","mad 4 color","Labial full color*","delirium grape","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200089616","mad 4 color","Labial full color*","exentrik rose","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200088782","megalips","Labial líquido + volumen y textura ligera","mega fuxia","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088783","megalips","Labial líquido + volumen y textura ligera","mega melon","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088784","megalips","Labial líquido + volumen y textura ligera","mega grape","8 ml / 0.27 fl. oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088785","megalips","Labial líquido + volumen y textura ligera","mega pearl","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088786","megalips","Labial líquido + volumen y textura ligera","mega hot pink","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088788","megalips","Labial líquido + volumen y textura ligera","mega sunrise","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088789","megalips","Labial líquido + volumen y textura ligera","mega berry","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088817","megalips","Labial líquido + volumen y textura ligera","mega red intense","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088819","megalips","Labial líquido + volumen y textura ligera","mega granade","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088787","megalips","Labial líquido + volumen y textura ligera","mega candy pink","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200088818","megalips","Labial líquido + volumen y textura ligera","mega lemonrose","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089193","x-tra time lips mate","Labial de larga duración con acabado mate*","malva mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089194","x-tra time lips mate","Labial de larga duración con acabado mate*","rose pink mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089195","x-tra time lips mate","Labial de larga duración con acabado mate*","rubí mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089196","x-tra time lips mate","Labial de larga duración con acabado mate*","coral mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089197","x-tra time lips mate","Labial de larga duración con acabado mate*","fucsia mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089198","x-tra time lips mate","Labial de larga duración con acabado mate*","chocolate mate","4 g / .14 oz.","","","","acabado con textura soft","","cy","","CYZONE PAISES","","","","","acabado con textura soft","","acabado con textura soft","","","","","","","","",""
"Comunicaciones","200089440","color code","Labial en barra con sabor y aroma*","strawberry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200089441","color code","Labial en barra con sabor y aroma*","emerald color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200089442","color code","Labial en barra con sabor y aroma*","black color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200089570","megalips","Labial líquido + volumen y textura ligera","mega fuxia","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089571","megalips","Labial líquido + volumen y textura ligera","mega hot pink","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089572","megalips","Labial líquido + volumen y textura ligera","mega melon","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089573","megalips","Labial líquido + volumen y textura ligera","mega pearl","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089574","megalips","Labial líquido + volumen y textura ligera","mega candy pink","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089575","megalips","Labial líquido + volumen y textura ligera","mega sunrise","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089576","megalips","Labial líquido + volumen y textura ligera","mega berry","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089577","megalips","Labial líquido + volumen y textura ligera","mega red intense","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089578","megalips","Labial líquido + volumen y textura ligera","mega lemon rose","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089579","megalips","Labial líquido + volumen y textura ligera","mega granade","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200089987","star glow","Brillo labial extra gloss con aroma","cherry cake","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089988","star glow","Brillo labial extra gloss con aroma","red apple jam","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089989","star glow","Brillo labial extra gloss con aroma","bubble gum","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089990","star glow","Brillo labial extra gloss con aroma","pink pye","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089991","star glow","Brillo labial extra gloss con aroma","cherry cake","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089992","star glow","Brillo labial extra gloss con aroma","red apple jam","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089993","star glow","Brillo labial extra gloss con aroma","bubble gum","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200089994","star glow","Brillo labial extra gloss con aroma","pink pye","10 ml /.33 fl.oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200090001","mix & shine","Brillo labial combinable","bloody mary mix","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090002","mix & shine","Brillo labial combinable","fresh rose","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090003","mix & shine","Brillo labial combinable","fresh cherry","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090004","mix & shine","Brillo labial combinable","sangría mix","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090005","mix & shine","Brillo labial combinable","fresh pink","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090006","mix & shine","Brillo labial combinable","martini mix","7 ml / .23 fl.oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE PAISES","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200090064","x-tra time lips","Labial larga duración*","x-tra marsala","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200090065","x-tra time lips","Labial larga duración*","x-tra rose","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200090066","x-tra time lips","Labial larga duración*","x-tra brandy","4 g / .14 oz.","","","","no reseca tus labios","","cy","","CYZONE PAISES","","","","","no reseca tus labios","","no reseca tus labios","","","","","","","","",""
"Comunicaciones","200090473","megalips metallic","Labial líquido + volumen y sensación ligera*","metal bronze","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090474","megalips metallic","Labial líquido + volumen y sensación ligera*","metal black","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090475","megalips metallic","Labial líquido + volumen y sensación ligera*","metal coffee","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090476","megalips metallic","Labial líquido + volumen y sensación ligera*","metal blue","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090477","megalips metallic","Labial líquido + volumen y sensación ligera*","metal red","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090479","megalips metallic","Labial líquido + volumen y sensación ligera*","metal bronze","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090480","megalips metallic","Labial líquido + volumen y sensación ligera*","metal black","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090481","megalips metallic","Labial líquido + volumen y sensación ligera*","metal coffee","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090482","megalips metallic","Labial líquido + volumen y sensación ligera*","metal blue","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200090483","megalips metallic","Labial líquido + volumen y sensación ligera*","metal red","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera con acabado metálico","","cy","","CYZONE PAISES","","","","","mega volumen y sensación ligera con acabado metálico","","mega volumen y sensación ligera con acabado metálico","","","","","","","","",""
"Comunicaciones","200091074","hydrafull","Labial hidratante full color FPS 15*","red","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091075","hydrafull","Labial hidratante full color FPS 15*","apple","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091076","hydrafull","Labial hidratante full color FPS 15*","rose","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091077","hydrafull","Labial hidratante full color FPS 15*","fucsia","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091078","hydrafull","Labial hidratante full color FPS 15*","grape","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091079","hydrafull","Labial hidratante full color FPS 15*","chocolate","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091080","hydrafull","Labial hidratante full color FPS 15*","marsala","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200091081","hydrafull","Labial hidratante full color FPS 15*","rose nude","4 g / 0.14 oz.","","","","","","cy","","CYZONE PAISES","","","","","Tecnología hidraprotec","","Tecnología hidraprotec","","","","","","","","",""
"Comunicaciones","200072738","mix & shine","Brillo labial combinable","bloody mary mix","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE COLOMBIA","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200072740","mix & shine","Brillo labial combinable","martini mix","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE COLOMBIA","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200072742","mix & shine","Brillo labial combinable","sangria mix","7 ml / .23 fl. oz.","","","","brillo, sabor y frescura para combinar","","cy","","CYZONE COLOMBIA","","","","","brillo, sabor y frescura para combinar","","brillo, sabor y frescura para combinar","","","","","","","","",""
"Comunicaciones","200072967","star glow","Brillo labial extra gloss con aroma","cherry cake","10 ml / .33 fl. oz.","","","","brillo translúcido con aroma","","cy","","CYZONE COLOMBIA","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200072969","star glow","Brillo labial extra gloss con aroma","pink pye","10 ml / .33 fl. oz.","","","","brillo translúcido con aroma","","cy","","CYZONE COLOMBIA","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200072977","star glow","Brillo labial extra gloss con aroma","bubble gum","10 ml / .33 fl. oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200072978","star glow","Brillo labial extra gloss con aroma","red apple jam","10 ml / .33 fl. oz.","","","","brillo translúcido con aroma","","cy","","CYZONE PAISES","","","","","brillo translúcido con aroma","","brillo translúcido con aroma","","","","","","","","",""
"Comunicaciones","200073473","color code","Labial en barra con sabor y aroma*","cherry color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE COLOMBIA","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200082401","color code","Labial en barra con sabor y aroma*","royal blue color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE COLOMBIA","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200082412","megalips","Labial líquido + volumen y textura ligera","mega sunrise","8 ml / 0.27 fl.oz.","","","","mega volumen y sensación ligera","","cy","","CYZONE COLOMBIA","","","","","mega volumen y sensación ligera","","mega volumen y sensación ligera","","","","","","","","",""
"Comunicaciones","200083646","color code","Labial en barra con sabor y aroma*","pink lemonade color","4 g / .14 oz.","","","","color y dulce sabor","","cy","","CYZONE PAISES","","","","","color y dulce sabor","","color y dulce sabor","","","","","","","","",""
"Comunicaciones","200085576","mad 4 color","Labial full color*","redsquizofrenia","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085578","mad 4 color","Labial full color*","malice red","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085579","mad 4 color","Labial full color*","circus pink","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
"Comunicaciones","200085580","mad 4 color","Labial full color*","circus berry","4 g / .14 oz.","","","","full color","","cy","","CYZONE PAISES","","","","","full color","","full color","","","","","","","","",""
