"grupodeatributos","codsap","desproductosap","unidadmedidabase","codproducto","codgrupoarticulo","desgrupoarticulo","codunidadnegocio","codjerq01","codmarca","desmarca","codigonegocio","desnegocio","codatributo1","desatributo1","codatributo2","desatributo2","codatributo3","desatributo3","peticionborrado","tipoean","codean13","codcuc","descripcioncuc","codcuctono","descripcioncuctono","codlinea","deslinea","codjerq02","desjerq02","codcategoria","descategoria","codsubcategoria","dessubcategoria","codtipo","destipo","codsubtipo","dessubtipo","codproductogenerico","desproductogenerico","codproductosupergenerico","desproductosupergenerico","largo","ancho","Volumen","pesobruto","alto","unidadlongitud","unidadvolumen","unidadpeso","codclasemkt","aplicacionlugaruso","beneficio","descaracteristicabulk","edadobjetivo","familiafragancia","gama","grupoproductoac","mercado","presentacionenvase","sexo","sexoedadobjetivo","teoriacolor","tipoestuche","tipopielcabello","tipoproducto","contenidoneto","umcontenido","acabadoaccessorios","acabadocajareloj","acabadoluna","adicional","caracteristicastirasasas","caracteristicasbijouterie","cierrecomplementos","clasificacionproductos","colorcorrea","colorluna","colormarco","colortono","colortonocajareloj","detallecaja","detalleespecifi","detalleproducto","detallesuela","detallebrazo","detallemarcolentes","dialacabado","colorreloj","disenocomplementos","tipoestampado","estiloaccesorio","estiloropa","formacaja","grosorbrazo","GrupoProductosHogar","insumocajareloj","insumomaterialprimario","insumocomplementario","materialcajareloj","modelolentes","niveles","nombregenericoaccesorio","nombregenerico","ocasionusoaccesorio","ocasionusoropa","origenaccesorio","tipoplaneacion","posicionamiento","presentacionforma","rotulosfila","subtipoprodhogar","subtipoprodcomplementos","tallatamano","tema","tematico","tipoluna","tipomaterial","tipomaterialropacalzado","tipomaterialbrazolente","tipotirasasas","tipologiareloj","tirasasas","versatilidad"
"SAP","200097365","LB BIORENO KIT TS OTC 3UN","Unidad","P0080274010","0104","Tratamiento Facial","Cosméticos","01010400040010","01","L'BEL","0104","TRATAMIENTO FACIAL","0004","ROSTRO","0010","MUESTRA","","","","","","200093683","LB BIORENO KIT TS 3 UN","","","","BIO TRATAMIENTO FACIAL","1412057043230","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/TONICAS/TRIAL SIZE","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","043","TONICAS","230","TRIAL SIZE","","","","","115.000","42.000","0.580","12.000","120.000","Milímetro","Dm3","Gramo","Trat_Facial","Rostro","Varios","Sin Asignar","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","3.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098640","ES OMAR OJOS TRAT 15G","Unidad","P0422277001","0104","Tratamiento Facial","Cosméticos","02010400030011","02","ESIKA","0104","TRATAMIENTO FACIAL","0003","OJOS","0011","NUTRITIVA / REVITALIZADORA","","","","","","200098640","ES OMAR OJOS TRAT 15G","","","","OMAR","1410037041213","TRATAMIENTO FACIAL/PARA OJOS/NUTRITIVAS REVITALIZADORA/P-MUJER TODOTIPODECUTIS-NORM","10","TRATAMIENTO FACIAL","037","PARA OJOS","041","NUTRITIVAS REVITALIZADORA","213","P-MUJER TODOTIPODECUTIS-NORM","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Ojos","Multifuncional","Crema","","","","","Crema Area Ojos","","Femenino","","","","Sin Asignar","Nutritiva / Revitalizadora","15.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098644","ES OMAR OJOS SACH ENC 1G","Unidad","P0422034002","0104","Tratamiento Facial","Cosméticos","02010400030010","02","ESIKA","0104","TRATAMIENTO FACIAL","0003","OJOS","0010","MUESTRA","","","","","","200098644","ES OMAR OJOS SACH ENC 1G","","","","OMAR","1412057438275","MUESTRAS COSMETICOS/TRATAMIENTO FACIAL/NUTRITIVAS REVIT.OJOS/SACHET ENCARTADO","12","MUESTRAS COSMETICOS","057","TRATAMIENTO FACIAL","438","NUTRITIVAS REVIT.OJOS","275","SACHET ENCARTADO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Ojos","Multifuncional","Crema","","","","","Muestras Cosm Trat Facial","","Femenino","","","","Todo Tipo De Cutis","Muestra","1.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200098889","LB BBG NOCTURNE OJOS 15G","Unidad","P0427277020","0104","Tratamiento Facial","Cosméticos","01010400030006","01","L'BEL","0104","TRATAMIENTO FACIAL","0003","OJOS","0006","HUMECTANTE","","","","","","","","","","","BIG BANG","1410037040213","TRATAMIENTO FACIAL/PARA OJOS/HUMECTANTES/P-MUJER TODOTIPODECUTIS-NORMAL","10","TRATAMIENTO FACIAL","037","PARA OJOS","040","HUMECTANTES","213","P-MUJER TODOTIPODECUTIS-NORMAL","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Trat_Facial","Ojos","Hidratante","Crema","","","","","Humectante","","Femenino","","","","Todo Tipo De Cutis","Humectante","15.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097046","ES -SENS COLOR ACON 350 ML","Unidad","P0406220017","0103","Cuidado Personal","Cosméticos","020103000300010009","02","ESIKA","0103","CUIDADO PERSONAL","0003","ACONDICIONADOR","0001","FEMENINO","0009","FRASCO S/SPRAY","","","","200097046","ES -SENS COLOR ACON 350 ML","","","","�SENS","1304068093217","CUIDADO PERSONAL/ACONDICIONADORES/ADULTOS-NI#OS(AS)-BEBES/ACONDICIONADOR","04","CUIDADO PERSONAL","068","ACONDICIONADORES","093","ADULTOS-NI#OS(AS)-BEBES","217","ACONDICIONADOR","","","","","67.200","44.000","607.918","410.000","205.600","Milímetro","Cm3","Gramo","Cuidado_Personal","","Color","Emulsion","","","","","Acondicionador","Frasco S/Spray","","","","","Cabello Maltratado/Teñido/Colo","Acondicionador","350.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095084","ES -SENS COLOR SH 350 ML","Unidad","P0406204016","0103","Cuidado Personal","Cosméticos","020103001200010009","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0001","FEMENINO","0009","FRASCO S/SPRAY","","","","200095084","ES -SENS COLOR SH 350 ML","","","","�SENS","1304067366088","CUIDADO PERSONAL/SHAMPOO/ADULTOS/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","366","ADULTOS","088","SOLO SHAMPOO","","","","","67.200","44.000","607.918","410.000","205.600","Milímetro","Cm3","Gramo","Cuidado_Personal","","Color","Emulsion","","","","","Shampoo Adultos","Frasco S/Spray","","","","","Cabello Maltratado/Teñido/Colo","Shampoo","350.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095387","ES ESE COL SAC ENC SH+AC 2 UN","Unidad","P0406034049","0103","Cuidado Personal","Cosméticos","020103000800010013","02","ESIKA","0103","CUIDADO PERSONAL","0008","MUESTRA","0001","FEMENINO","0013","SACHET","","","","200092362","ES -SENS SH+MASC SACH ENC 2UN","","","","�SENS","1312049439277","MUESTRAS COSMETICOS/CUIDADO PERSONAL/SHAMPOO+ACONDICIONADOR ADU/SACHET X 2 ENCARTAD","12","MUESTRAS COSMETICOS","049","CUIDADO PERSONAL","439","SHAMPOO+ACONDICIONADOR ADU","277","SACHET X 2 ENCARTAD","","","","","145.000","6.000","113.100","34.720","130.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Color","Emulsion","","","","","Muestras Cosm Cpersonal","Sachet","","","","","Cabello Maltratado/Teñido/Colo","Muestra","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095388","ES ESENS COLOR SAC SH+AC 2 UN","Unidad","P0406034050","0103","Cuidado Personal","Cosméticos","020103000800010013","02","ESIKA","0103","CUIDADO PERSONAL","0008","MUESTRA","0001","FEMENINO","0013","SACHET","","","","200095388","ES ESENS COLOR SAC SH+AC 2 UN","","","","�SENS","1312049439277","MUESTRAS COSMETICOS/CUIDADO PERSONAL/SHAMPOO+ACONDICIONADOR ADU/SACHET X 2 ENCARTAD","12","MUESTRAS COSMETICOS","049","CUIDADO PERSONAL","439","SHAMPOO+ACONDICIONADOR ADU","277","SACHET X 2 ENCARTAD","","","","","100.000","100.000","40.000","23.300","4.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Color","Emulsion","","","","","Muestras Cosm Cpersonal","Sachet","","","","","Cabello Maltratado/Teñido/Colo","Muestra","2.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095928","ES AGU MANZANI SH REFILL 750ML","Unidad","P0150210026","0103","Cuidado Personal","Cosméticos","020103001200030005","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0005","COJIN / REPUESTO","","","","200095928","ES AGU MANZANI SH REFILL 750ML","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","240.000","150.000","2520.000","786.000","70.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Nutricion","Emulsion","","","","","Shampoo Bebes","Cojin / Repuesto","","","","","Todo Tipo De Cabello/Normal","Shampoo","750.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095930","ES AGU LAVANDA SH REFILL 750ML","Unidad","P0150210028","0103","Cuidado Personal","Cosméticos","020103001200030005","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0005","COJIN / REPUESTO","","","","200095930","ES AGU LAVANDA SH REFILL 750ML","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","241.000","150.000","2530.500","786.000","70.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Nutricion","Emulsion","","","","","Shampoo Bebes","Cojin / Repuesto","","","","","Todo Tipo De Cabello/Normal","Shampoo","750.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097066","ES AGU SH MA-A MANZA FM2018 1L","Unidad","P0150204001","0103","Cuidado Personal","Cosméticos","020103001200030009","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0009","FRASCO S/SPRAY","","","","200097066","ES AGU SH MA-A MANZA FM2018 1L","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Brillo","Emulsion","","","","","Shampoo Bebes","Frasco S/Spray","","","","","Todo Tipo De Cabello/Normal","Shampoo","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097067","ES AGU SH SUE-O LAVA FM2018 1L","Unidad","P0150204003","0103","Cuidado Personal","Cosméticos","020103001200030009","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0009","FRASCO S/SPRAY","","","","200097067","ES AGU SH SUE-O LAVA FM2018 1L","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Relajante","Emulsion","","","","","Shampoo Bebes","Frasco S/Spray","","","","","Todo Tipo De Cabello/Normal","Shampoo","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097070","ES UPA SH MA-A MANZA FM2018 1L","Unidad","P0150204006","0103","Cuidado Personal","Cosméticos","020103001200030009","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0009","FRASCO S/SPRAY","","","","","","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Brillo","Emulsion","","","","","Shampoo Bebes","Frasco S/Spray","","","","","Todo Tipo De Cabello/Normal","Shampoo","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200097072","ES UPA SH SUE-O LAVA FM2018 1L","Unidad","P0150204008","0103","Cuidado Personal","Cosméticos","020103001200030009","02","ESIKA","0103","CUIDADO PERSONAL","0012","SHAMPOO","0003","UNISEX","0009","FRASCO S/SPRAY","","","","","","","","","AGU / UPA","1304067240088","CUIDADO PERSONAL/SHAMPOO/BEBES/SOLO SHAMPOO","04","CUIDADO PERSONAL","067","SHAMPOO","240","BEBES","088","SOLO SHAMPOO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Cuidado_Personal","","Relajante","Emulsion","","","","","Shampoo Bebes","Frasco S/Spray","","","","","Todo Tipo De Cabello/Normal","Shampoo","1.0","L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095425","ES PRO PRIMER PERFECT STAY 20G","Unidad","P0292155029","0102","Maquillaje","Cosméticos","020102000600220001","02","ESIKA","0102","MAQUILLAJE","0006","ROSTRO","0022","PRIMER","0001","FEMENINO","","","","200095425","ES PRO PRIMER PERFECT STAY 20G","","","","ESIKA","1202156112024","MAQUILLAJE/PARA ROSTRO/PRIMER/FLUIDO","02","MAQUILLAJE","156","PARA ROSTRO","112","PRIMER","024","FLUIDO","","","","","56.000","27.000","135.324","25.000","89.500","Milímetro","Cm3","Gramo","Maquillaje","Rostro","Matizador","Liquido","","","Varios","","Primer","Sin Asignar","Femenino","","Mar","Sin Asignar","","Primer","20.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096242","LB POLVO TRANSLUCENT 5.3 G","Unidad","P0250159000","0102","Maquillaje","Cosméticos","010102000600140001","01","L'BEL","0102","MAQUILLAJE","0006","ROSTRO","0014","POLVOS","0001","FEMENINO","","","","200096242","LB POLVO TRANSLUCENT 5.3 G","","","","NU","1202156091021","MAQUILLAJE/PARA ROSTRO/POLVOS/COMPACTO","02","MAQUILLAJE","156","PARA ROSTRO","091","POLVOS","021","COMPACTO","","","","","77.000","78.000","168.168","0.000","28.000","Milímetro","Cm3","Gramo","Maquillaje","Rostro","Matizador","Compacto","","","Neutros / Naturales","","Rostro Polvos","Sin Asignar","Femenino","","Mar","Sin Asignar","","Polvos","5.3","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096276","ES PRO BASE MOLDEA PALETA 12 G","Unidad","P0292155037","0102","Maquillaje","Cosméticos","020102000600110001","02","ESIKA","0102","MAQUILLAJE","0006","ROSTRO","0011","MUESTRA","0001","FEMENINO","","","","200096276","ES PRO BASE MOLDEA PALETA 12 G","","","","ESIKA","1212051020270","MUESTRAS COSMETICOS/MAQUILLAJE/BASE/PALETA","12","MUESTRAS COSMETICOS","051","MAQUILLAJE","020","BASE","270","PALETA","","","","","74.000","70.000","119.140","71.000","23.000","Milímetro","Cm3","Gramo","Maquillaje","Rostro","Sin Asignar","Compacto","","","Neutros / Naturales","","Muestras Cosm Maquillaje","Sin Asignar","Femenino","","Mar","Sin Asignar","","Muestra","12.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200096582","ES PROPRI INSTAN BEAUTY BR 20G","Unidad","P0292155030","0102","Maquillaje","Cosméticos","010102000600220001","01","L'BEL","0102","MAQUILLAJE","0006","ROSTRO","0022","PRIMER","0001","FEMENINO","","BC","7899490540799","200096582","ES PROPRI INSTAN BEAUTY BR 20G","","","","ESIKA","1202156112024","MAQUILLAJE/PARA ROSTRO/PRIMER/FLUIDO","02","MAQUILLAJE","156","PARA ROSTRO","112","PRIMER","024","FLUIDO","","","","","56.000","27.000","135.324","25.000","89.500","Milímetro","Cm3","Gramo","Maquillaje","Rostro","Matizador","Liquido","","","Varios","","Primer","Sin Asignar","Femenino","","Mar","Sin Asignar","","Primer","20.0","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094888","CZ EMB PRIMER LASH BLACK 6.5 G","Unidad","P0197156006","0102","Maquillaje","Cosméticos","030102000500070001","03","CYZONE","0102","MAQUILLAJE","0005","OJOS / PARPADOS / CEJAS","0007","EMBELLECEDOR","0001","FEMENINO","","","","200094888","CZ EMB PRIMER LASH BLACK 6.5 G","","","","CY","1202037025035","MAQUILLAJE/PARA OJOS/EMBELLECEDOR/A PRUEBA DE AGUA","02","MAQUILLAJE","037","PARA OJOS","025","EMBELLECEDOR","035","A PRUEBA DE AGUA","","","","","19.000","19.000","45.847","21.400","127.000","Milímetro","Cm3","Gramo","Maquillaje","Ojos / Parpados / Cejas","A Prueba De Agua","Liquido","","","Marrones","","Embellecedor","Sin Asignar","Femenino","","Tierra","Sin Asignar","","Embellecedor","6.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094890","CZ EMB PRIM LASH BLACK PR 6.5G","Unidad","P0197156007","0102","Maquillaje","Cosméticos","030102000500070001","03","CYZONE","0102","MAQUILLAJE","0005","OJOS / PARPADOS / CEJAS","0007","EMBELLECEDOR","0001","FEMENINO","","","","200094888","CZ EMB PRIMER LASH BLACK 6.5 G","","","","CY","1202037025035","MAQUILLAJE/PARA OJOS/EMBELLECEDOR/A PRUEBA DE AGUA","02","MAQUILLAJE","037","PARA OJOS","025","EMBELLECEDOR","035","A PRUEBA DE AGUA","","","","","20.000","20.000","50.800","25.700","127.000","Milímetro","Cm3","Gramo","Maquillaje","Ojos / Parpados / Cejas","A Prueba De Agua","Liquido","","","Marrones","","Embellecedor","Sin Asignar","Femenino","","Tierra","Sin Asignar","","Embellecedor","6.5","G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094824","LB LL COLOR BOLD PALETA 12UN","Unidad","P0261155129","0102","Maquillaje","Cosméticos","010102000200110001","01","L'BEL","0102","MAQUILLAJE","0002","LABIOS","0011","MUESTRA","0001","FEMENINO","","BC","7899490541475","200094824","LB LL COLOR BOLD PALETA 12UN","","","","LBEL","1212051027270","MUESTRAS COSMETICOS/MAQUILLAJE/LAPIZ LABIAL/PALETA","12","MUESTRAS COSMETICOS","051","MAQUILLAJE","027","LAPIZ LABIAL","270","PALETA","","","","","110.000","110.000","96.800","56.800","8.000","Milímetro","Cm3","Gramo","Maquillaje","Labios","Color","Compacto","","","Varios","","Muestras Cosm Maquillaje","Sin Asignar","Femenino","","Mar","Sin Asignar","","Muestra","12.0","Un","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094876","ES PESM CC BASE BRILLO 8ML","Unidad","P0292155033","0102","Maquillaje","Cosméticos","020102000300080001","02","ESIKA","0102","MAQUILLAJE","0003","MANOS / U�AS","0008","ESMALTE","0001","FEMENINO","","","","200038994","ESIKA BASE BRILLO FORTIF 10ML","","","","ESIKA","1202043015027","MAQUILLAJE/PARA U#AS/BASE DE U�AS/LIQUIDO","02","MAQUILLAJE","043","PARA U#AS","015","BASE DE U�AS","027","LIQUIDO","","","","","35.500","31.700","92.279","0.000","82.000","Milímetro","Cm3","Gramo","Maquillaje","Manos / Uñas","Brillo  / Luminosidad","Liquido","","","Traslucidos / Cristalinos","","Base De Unas","Sin Asignar","Femenino","","Mar","Sin Asignar","","Base/Endurecedor/Fortificador","8.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094884","ES PESM CC TOP COAT MATE 8 ML","Unidad","P0292155035","0102","Maquillaje","Cosméticos","020102000300080001","02","ESIKA","0102","MAQUILLAJE","0003","MANOS / U�AS","0008","ESMALTE","0001","FEMENINO","","","","200086803","ES PRO ESM TOP COAT MATE 10ML","","","","ESIKA","1202043026027","MAQUILLAJE/PARA U#AS/ESMALTE/LIQUIDO","02","MAQUILLAJE","043","PARA U#AS","026","ESMALTE","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Maquillaje","Manos / Uñas","Retexturizante","Liquido","","","Traslucidos / Cristalinos","","Esmalte","Sin Asignar","Femenino","","Mar","Sin Asignar","","Esmalte","8.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095028","ES PESM CC BASE BRILLO PR 8ML","Unidad","P0292155034","0102","Maquillaje","Cosméticos","020102000300080001","02","ESIKA","0102","MAQUILLAJE","0003","MANOS / U�AS","0008","ESMALTE","0001","FEMENINO","","","","200038994","ESIKA BASE BRILLO FORTIF 10ML","","","","ESIKA","1202043015027","MAQUILLAJE/PARA U#AS/BASE DE U�AS/LIQUIDO","02","MAQUILLAJE","043","PARA U#AS","015","BASE DE U�AS","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Maquillaje","Manos / Uñas","Brillo  / Luminosidad","Liquido","","","Traslucidos / Cristalinos","","Base De Unas","Sin Asignar","Femenino","","Mar","Sin Asignar","","Base/Endurecedor/Fortificador","8.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200095029","ES PESM CC TPCOAT MATE PR 8ML","Unidad","P0292155036","0102","Maquillaje","Cosméticos","020102000300080001","02","ESIKA","0102","MAQUILLAJE","0003","MANOS / U�AS","0008","ESMALTE","0001","FEMENINO","","","","200086803","ES PRO ESM TOP COAT MATE 10ML","","","","ESIKA","1202043026027","MAQUILLAJE/PARA U#AS/ESMALTE/LIQUIDO","02","MAQUILLAJE","043","PARA U#AS","026","ESMALTE","027","LIQUIDO","","","","","0.000","0.000","0.000","0.000","0.000","Milímetro","Cm3","Gramo","Maquillaje","Manos / Uñas","Retexturizante","Liquido","","","Traslucidos / Cristalinos","","Esmalte","Sin Asignar","Femenino","","Mar","Sin Asignar","","Esmalte","8.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094502","ES DESAFIANT EDT 90 ML","Unidad","P0302019001","0101","Fragancias","Cosméticos","02010100020003","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200094502","ES DESAFIANT EDT 90 ML","","","","DESAFIANT","1101166001079","FRAGANCIAS/CABALLEROS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","166","CABALLEROS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","80.000","43.000","464.400","383.000","135.000","Milímetro","Cm3","Gramo","Fragancias","","Sensualidad","Liquido C/Alcohol","","Aromatica Acuosa","","","Colonia Masculinas","Frasco C/Spray","Masculino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","90.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094503","ES DESAFIANT PRO C/P 2 ML","Unidad","P0302034004","0101","Fragancias","Cosméticos","02010100020006","02","ESIKA","0101","FRAGANCIAS","0002","MASCULINO","0006","MUESTRA","","","","","","200094503","ES DESAFIANT PRO C/P 2 ML","","","","DESAFIANT","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","0.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Sensualidad","Liquido C/Alcohol","","Aromatica Acuosa","","","Muestras Cosm Fragancias","Probador","Masculino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094508","CZ VERA EDT 50 ML","Unidad","P0288019001","0101","Fragancias","Cosméticos","03010100010003","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0003","COLONIA Y/O EAU DE TOILETTE","","","","","","200094508","CZ VERA EDT 50 ML","","","","IZZY BIZU","1101165001079","FRAGANCIAS/DAMAS/COLONIA Y O EAU DE TOILETE/CON SPRAY","01","FRAGANCIAS","165","DAMAS","001","COLONIA Y O EAU DE TOILETE","079","CON SPRAY","","","","","68.000","33.000","226.644","188.000","101.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Colonia Femeninas","Frasco C/Spray","Femenino","","","Sin Asignar","","Colonia Y/O Eau De Toilette","50.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAP","200094509","CZ VERA PRO C-P 2 ML","Unidad","P0288034004","0101","Fragancias","Cosméticos","03010100010006","03","CYZONE","0101","FRAGANCIAS","0001","FEMENINO","0006","MUESTRA","","","","","","200094509","CZ VERA PRO C-P 2 ML","","","","IZZY BIZU","1112048001196","MUESTRAS COSMETICOS/FRAGANCIAS/COLONIA Y O EAU DE TOILETE/PROBADOR CON PUMP 2ML","12","MUESTRAS COSMETICOS","048","FRAGANCIAS","001","COLONIA Y O EAU DE TOILETE","196","PROBADOR CON PUMP 2ML","","","","","64.000","12.000","76.800","10.000","100.000","Milímetro","Cm3","Gramo","Fragancias","","Balance","Liquido C/Alcohol","","Aromatica Fougere","","","Muestras Cosm Fragancias","Probador","Femenino","","","Sin Asignar","","Muestra","2.0","Ml","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
